0;1220.5999999996275;195234;20817;0
1221;751.0999999996275;168452;20817;0
1972;581.0999999996275;174082;20817;0
2553;673.4000000003725;178085;20817;0
3226;496.90000000037253;154608;20817;0
3723;531.5999999996275;182608;20817;0
4255;449.09999999962747;260258;20817;0
4704;450.40000000037253;195438;20817;0
5154;441.90000000037253;164491;20817;0
5596;616.3000000007451;203538;20817;0
6212;585;318656;20817;0
6798;602.2999999988824;201549;20817;0
7400;504.80000000074506;188290;20817;0
7905;498.7999999988824;162115;20817;0
8403;450;274223;20817;0
8853;450.30000000074506;174529;20817;0
9304;442.19999999925494;192647;20817;0
9746;453.7000000011176;188192;20817;0
10200;567.9000000003725;160531;20817;0
10768;551.5;159380;20817;0
11319;684.5;235810;20817;0
