0;172.30000000074506;51059;2127171;0.003856520855288708
172;86.90000000037253;37785;2127171;0.0046936259766803285
259;84.09999999962747;16728;2127171;0.005749682201842084
343;80.5;22934;2127171;0.00575545579770357
423;79.29999999888241;15873;2127171;0.004188791665331277
503;79.90000000037253;15803;2127171;0.004200769667459731
583;77.30000000074506;15721;2127171;0.004204370800592725
660;81.79999999888241;19398;2127171;0.004265984052856916
742;83.30000000074506;19207;2127171;0.004277794517605461
825;77.5;15985;2127171;0.004288818845417508
903;77.59999999962747;15684;2127171;0.004291482873865076
980;81.90000000037253;37213;2127171;0.004235755522739013
1062;81.59999999962747;19111;2127171;0.004448603479098169
1144;85.20000000111759;42366;2127171;0.00391432861563782
1229;80.19999999925494;16465;2127171;0.006098585239248386
1309;81.70000000111759;19801;2127171;0.004733324971438375
1391;77.89999999850988;14549;2127171;0.006873743874686105
1469;77.90000000037253;15810;2127171;0.0042456457513639825
1547;103.59999999962747;21175;2127171;0.006413680706245099
1650;82.89999999850988;21051;2127171;0.004288910898922953
1733;77.5;16672;2127171;0.006449145239752692
1811;80.10000000149012;16515;2127171;0.004292234030469504
1891;82.19999999925494;17387;2127171;0.0064437085597211325
1973;79.40000000037253;16032;2127171;0.00428618979730201
2052;79.5;15332;2127171;0.006434037418439121
2132;76.40000000037253;15287;2127171;0.004251104524236849
2208;79.69999999925494;16139;2127171;0.006482013864406748
2288;78.90000000037253;15894;2127171;0.0042860130545715565
2367;79.90000000037253;15745;2127171;0.00648472023746682
2447;81.69999999925494;15990;2127171;0.0042868746753825186
2529;79.30000000074506;15305;2127171;0.00643985704105333
2608;79.19999999925494;19239;2127171;0.004335107030095281
2687;80.40000000037253;15675;2127171;0.006485263353148943
2767;92.90000000037253;19852;2127171;0.004265194233780202
2860;81;15813;2127171;0.0064427383157737465
2941;79.59999999962747;15680;2127171;0.004288426697484315
3021;76.40000000037253;15382;2127171;0.006438387867106434
3097;75.69999999925494;15365;2127171;0.004262922353265829
3173;79.09999999962747;21070;2127171;0.006481634603964316
3252;78.60000000149012;15986;2127171;0.00427031609082314
3331;76.79999999888241;19083;2127171;0.0064819752019344605
3408;76.90000000037253;15720;2127171;0.004269522589606208
3484;84.19999999925494;15301;2127171;0.006432616112315056
3569;77.40000000037253;19397;2127171;0.004323528540180457
3646;75.80000000074506;15282;2127171;0.006467417860583449
3722;136.19999999925494;20577;2127171;0.004333669154340236
3858;80.20000000111759;15362;2127171;0.006481253502451775
3938;103.29999999888241;16691;2127171;0.004282839049703826
4042;77.30000000074506;15092;2127171;0.0064298047982587776
4119;79.5;20479;2127171;0.004335732993932305
4198;87.59999999962747;15179;2127171;0.006483308136693299
4286;78.5;17300;2127171;0.004325699161838841
4365;76.69999999925494;15203;2127171;0.006472694367515535
