0;302.69999999925494;undefined;undefined;undefined
303;21.599999997764826;undefined;undefined;undefined
325;22;undefined;undefined;undefined
347;21.600000001490116;undefined;undefined;undefined
368;24.5;undefined;undefined;undefined
393;21.100000001490116;undefined;undefined;undefined
414;27.400000002235174;undefined;undefined;undefined
441;22.099999997764826;undefined;undefined;undefined
463;32.5;undefined;undefined;undefined
496;19.900000002235174;undefined;undefined;undefined
516;23.599999997764826;undefined;undefined;undefined
539;21.400000002235174;undefined;undefined;undefined
561;29.899999998509884;undefined;undefined;undefined
591;20.5;undefined;undefined;undefined
611;28.599999997764826;undefined;undefined;undefined
640;25.100000001490116;undefined;undefined;undefined
665;27.699999999254942;undefined;undefined;undefined
693;19.800000000745058;undefined;undefined;undefined
712;27.800000000745058;undefined;undefined;undefined
740;22.5;undefined;undefined;undefined
763;27.899999998509884;undefined;undefined;undefined
791;21.199999999254942;undefined;undefined;undefined
812;30.100000001490116;undefined;undefined;undefined
842;21.399999998509884;undefined;undefined;undefined
863;26.899999998509884;undefined;undefined;undefined
890;21.800000000745058;undefined;undefined;undefined
912;33.100000001490116;undefined;undefined;undefined
945;21.599999997764826;undefined;undefined;undefined
967;25.900000002235174;undefined;undefined;undefined
993;21.199999999254942;undefined;undefined;undefined
1014;30.599999997764826;undefined;undefined;undefined
1045;22.200000002980232;undefined;undefined;undefined
1067;24.099999997764826;undefined;undefined;undefined
1091;22.800000000745058;undefined;undefined;undefined
1114;28.600000001490116;undefined;undefined;undefined
1142;21.199999999254942;undefined;undefined;undefined
1163;27.599999997764826;undefined;undefined;undefined
1191;22.900000002235174;undefined;undefined;undefined
1214;28.399999998509884;undefined;undefined;undefined
1242;20.699999999254942;undefined;undefined;undefined
1263;28.400000002235174;undefined;undefined;undefined
1291;25.5;undefined;undefined;undefined
1317;24.300000000745058;undefined;undefined;undefined
1341;20.299999997019768;undefined;undefined;undefined
1362;32.30000000074506;undefined;undefined;undefined
1394;22.699999999254942;undefined;undefined;undefined
1417;36.900000002235174;undefined;undefined;undefined
1453;20.199999999254942;undefined;undefined;undefined
1474;18.899999998509884;undefined;undefined;undefined
1492;22.200000002980232;undefined;undefined;undefined
1515;27.399999998509884;undefined;undefined;undefined
1542;19.399999998509884;undefined;undefined;undefined
1562;28.900000002235174;undefined;undefined;undefined
1591;22.800000000745058;undefined;undefined;undefined
1613;27.699999999254942;undefined;undefined;undefined
1641;19.800000000745058;undefined;undefined;undefined
1661;31.5;undefined;undefined;undefined
1692;19.800000000745058;undefined;undefined;undefined
1712;28.399999998509884;undefined;undefined;undefined
1741;20.199999999254942;undefined;undefined;undefined
1761;34.5;undefined;undefined;undefined
1795;20.800000000745058;undefined;undefined;undefined
1816;24.5;undefined;undefined;undefined
1841;20.100000001490116;undefined;undefined;undefined
1861;33.29999999701977;undefined;undefined;undefined
1894;19.5;undefined;undefined;undefined
1914;27.300000000745058;undefined;undefined;undefined
1941;20.899999998509884;undefined;undefined;undefined
1962;29.100000001490116;undefined;undefined;undefined
1991;20.899999998509884;undefined;undefined;undefined
2012;28.900000002235174;undefined;undefined;undefined
2041;23.099999997764826;undefined;undefined;undefined
2064;28.099999997764826;undefined;undefined;undefined
2092;20.400000002235174;undefined;undefined;undefined
